,Incident ID,Incident Date,State,City Or County,Address,# Killed,# Injured,Full_Address,lat,long
465,1853615,"November 16, 2020",Illinois,Chicago,700  S Pulaski Rd,0,4,"700  S Pulaski Rd, Chicago Illinois",41.8724183,-87.72571934999999
466,1854076,"November 16, 2020",Illinois,Chicago,2700  S State St,0,4,"2700  S State St, Chicago Illinois",41.8241182,-87.6264245
467,1852831,"November 15, 2020",Louisiana,Shreveport,300  Douglas St,0,5,"300  Douglas St, Shreveport Louisiana",32.510891,-93.754692
469,1852604,"November 14, 2020",South Carolina,Sumter,1008 Marilyn Ave,3,1,"1008 Marilyn Ave, Sumter South Carolina",33.947538,-80.346871
470,1852853,"November 14, 2020",Missouri,Fulton,1915 N Bluff St,0,4,"1915 N Bluff St, Fulton Missouri",38.8666874960214,-91.94392001840868
471,1852161,"November 14, 2020",Ohio,Cincinnati,400  Kings Run Dr,0,4,"400  Kings Run Dr, Cincinnati Ohio",39.179708,-84.515756
473,1850981,"November 12, 2020",Florida,Tampa,1200  E Palifox St,2,4,"1200  E Palifox St, Tampa Florida",27.98741,-82.446911
474,1850693,"November 12, 2020",North Carolina,Gastonia,1225 Union Rd,0,6,"1225 Union Rd, Gastonia North Carolina",35.24796863265306,-81.17437318367347
476,1847840,"November 9, 2020",Texas,Fort Worth,5310 E Rosedale St,0,4,"5310 E Rosedale St, Fort Worth Texas",32.7294397,-97.2246089
477,1846712,"November 8, 2020",Virginia,Virginia Beach,3700  Whitney Ct,0,4,"3700  Whitney Ct, Virginia Beach Virginia",36.797646,-76.105616
479,1846764,"November 7, 2020",Kansas,Ogden,225 Riley Ave,0,4,"225 Riley Ave, Ogden Kansas",39.1164763,-96.7099404
480,1845690,"November 7, 2020",South Carolina,Rock Hill,241 Albright Rd,1,3,"241 Albright Rd, Rock Hill South Carolina",34.91290869387755,-81.00946263265307
481,1845477,"November 6, 2020",Louisiana,New Orleans,8622 Belfast St,2,2,"8622 Belfast St, New Orleans Louisiana",29.961879,-90.1228922
482,1844573,"November 5, 2020",Ohio,Toledo,2125 Parkwood Ave,3,2,"2125 Parkwood Ave, Toledo Ohio",41.662610040816325,-83.55723195918368
483,1843360,"November 4, 2020",Missouri,Jefferson City,1299 Lafayette St,0,4,"1299 Lafayette St, Jefferson City Missouri",38.561373,-92.17623
484,1842362,"November 3, 2020",Nevada,Henderson,1445 Stonelake Cove Ave,4,1,"1445 Stonelake Cove Ave, Henderson Nevada",36.036878,-115.0491305
485,1842421,"November 2, 2020",Ohio,Mansfield,136 Sturges Ave,0,5,"136 Sturges Ave, Mansfield Ohio",40.75505649204708,-82.52353369865747
487,1840265,"November 1, 2020",Indiana,Evansville,664 E Illinois St,0,4,"664 E Illinois St, Evansville Indiana",37.97915273659588,-87.55511207052606
488,1840364,"November 1, 2020",Oklahoma,Oklahoma City,10601 S Western Ave,1,3,"10601 S Western Ave, Oklahoma City Oklahoma",35.35929969696969,-97.529900489899
490,1840600,"November 1, 2020",Arizona,Tucson,2500  E Aerospace Parkway,2,2,"2500  E Aerospace Parkway, Tucson Arizona",32.0834341,-110.9448075
491,1840310,"November 1, 2020",New Jersey,Atlantic City,2721 Arctic Ave,1,4,"2721 Arctic Ave, Atlantic City New Jersey",39.356735,-74.446434
492,1839628,"October 31, 2020",California,Sacramento,2800  Normington Dr,0,4,"2800  Normington Dr, Sacramento California",38.615656,-121.480179
494,1839462,"October 31, 2020",California,Anaheim,1210 S State College Blvd,0,4,"1210 S State College Blvd, Anaheim California",33.8049331,-117.8892983
495,1840544,"October 31, 2020",Nevada,North Las Vegas,3700  Iverson Ln,0,4,"3700  Iverson Ln, North Las Vegas Nevada",36.227211,-115.171358
496,1840041,"October 31, 2020",Maryland,College Park,7700 Baltimore Ave,0,7,"7700 Baltimore Ave, College Park Maryland",38.9990301,-76.9314133
497,1839112,"October 30, 2020",Maryland,Waldorf,2177 Crain Hwy,1,3,"2177 Crain Hwy, Waldorf Maryland",38.65161456800392,-76.88198554132691
498,1839065,"October 30, 2020",Illinois,Chicago,11613 S Vincennes Ave,1,3,"11613 S Vincennes Ave, Chicago Illinois",41.6979977,-87.6592612
499,1838368,"October 29, 2020",Florida,Winter Garden,Center St and 11th St,0,4,"Center St and 11th St, Winter Garden Florida",28.56675262774404,-81.575101197571
500,1837146,"October 28, 2020",Virginia,Roanoke,1400  Rorer Ave SW,0,4,"1400  Rorer Ave SW, Roanoke Virginia",37.273674,-79.96475
501,1837429,"October 28, 2020",New Jersey,Newark,381 S 6th St,1,3,"381 S 6th St, Newark New Jersey",40.7345143046875,-74.1988283671875
502,1834216,"October 25, 2020",Texas,Fort Worth,1900  Carver Ave,2,3,"1900  Carver Ave, Fort Worth Texas",32.77281265,-97.32193390557693
503,1835030,"October 25, 2020",Texas,San Antonio,2800  W Hutchins Pl,1,3,"2800  W Hutchins Pl, San Antonio Texas",29.34552595785157,-98.55036692551816
504,1834280,"October 25, 2020",North Carolina,Raleigh,1731 Trawick Rd,1,3,"1731 Trawick Rd, Raleigh North Carolina",35.79893447133144,-78.57785881541996
507,1832977,"October 22, 2020",Louisiana,Rayne,I-10,0,5,"I-10, Rayne Louisiana",30.2524537,-92.2700489
509,1831091,"October 22, 2020",Maryland,Baltimore,500  W Franklin St,0,4,"500  W Franklin St, Baltimore Maryland",39.2949659,-76.6227837
511,1830822,"October 21, 2020",Mississippi,Canton,1427 W Peace St,2,2,"1427 W Peace St, Canton Mississippi",32.6097419,-90.0571763
512,1830092,"October 20, 2020",Texas,Houston,2117 Chenevert St,3,1,"2117 Chenevert St, Houston Texas",29.7437676,-95.3646646
513,1829132,"October 19, 2020",Ohio,Mansfield,136 Sturges Ave,0,5,"136 Sturges Ave, Mansfield Ohio",40.75505649204708,-82.52353369865747
514,1828796,"October 19, 2020",Louisiana,New Orleans,2599 N Prieur St,1,3,"2599 N Prieur St, New Orleans Louisiana",29.977273,-90.04853
515,1827437,"October 18, 2020",Maryland,Annapolis,100  Clay St,1,3,"100  Clay St, Annapolis Maryland",38.9798655,-76.49833742714418
516,1828080,"October 18, 2020",Illinois,Chicago,200  N Sacramento Blvd,1,4,"200  N Sacramento Blvd, Chicago Illinois",41.88504,-87.701427
517,1828019,"October 18, 2020",Tennessee,Nashville,1100  W Grove Ave,0,4,"1100  W Grove Ave, Nashville Tennessee",36.134798,-86.78715
518,1826680,"October 17, 2020",New York,Lockport,43 S Niagara St,1,5,"43 S Niagara St, Lockport New York",43.170086,-78.6961874
519,1826613,"October 17, 2020",South Carolina,Rock Hill,524 N Anderson Rd,0,5,"524 N Anderson Rd, Rock Hill South Carolina",34.95187364110874,-80.99748093800996
520,1826444,"October 16, 2020",California,San Jose,175 S Capitol Ave,2,4,"175 S Capitol Ave, San Jose California",37.35954529999999,-121.8337092022589
522,1826655,"October 16, 2020",Arizona,Mesa,2115 Guadalupe Rd,1,6,"2115 Guadalupe Rd, Mesa Arizona",33.36394451515152,-111.8790723939394
524,1824979,"October 15, 2020",Louisiana,Lafayette,100  Laser Ln,2,2,"100  Laser Ln, Lafayette Louisiana",30.270331,-92.033135
525,1825896,"October 15, 2020",Maryland,Baltimore,2900  Westwood Ave,0,7,"2900  Westwood Ave, Baltimore Maryland",39.3083083,-76.66625540508456
526,1824073,"October 14, 2020",Pennsylvania,Philadelphia,3900   Buist Ave,0,4,"3900   Buist Ave, Philadelphia Pennsylvania",39.9181715,-75.2330066
527,1821574,"October 12, 2020",South Carolina,Myrtle Beach,1012 US-501,2,3,"1012 US-501, Myrtle Beach South Carolina",33.695636729505054,-78.8915696331207
528,1821496,"October 11, 2020",Georgia,Atlanta,330 W Peachtree St NW,0,4,"330 W Peachtree St NW, Atlanta Georgia",33.7635436,-84.38786587462067
529,1820156,"October 10, 2020",Illinois,Chicago,100  S Keeler Ave,1,3,"100  S Keeler Ave, Chicago Illinois",41.879577,-87.730647
531,1819955,"October 10, 2020",Missouri,Saint Louis (Jennings),8800  Shannon Fox Cir,2,2,"8800  Shannon Fox Cir, Saint Louis (Jennings) Missouri",38.731843,-90.257334
532,1818055,"October 8, 2020",Pennsylvania,Philadelphia,4935 Frankford Ave,1,6,"4935 Frankford Ave, Philadelphia Pennsylvania",40.01984744444445,-75.0807091111111
534,1817184,"October 7, 2020",New York,Brooklyn,181 Hegeman Ave,1,3,"181 Hegeman Ave, Brooklyn New York",40.65680635,-73.90521497650553
535,1815308,"October 5, 2020",District of Columbia,Washington,400  Orange St SE,1,3,"400  Orange St SE, Washington District of Columbia",38.84684995,-77.00376007469552
536,1813872,"October 4, 2020",Indiana,Indianapolis,5462 Massachusetts Ave,3,4,"5462 Massachusetts Ave, Indianapolis Indiana",39.81497953350742,-86.07509677020012
537,1814148,"October 4, 2020",Georgia,Atlanta,1570 Joseph E Boone Blvd NW,1,5,"1570 Joseph E Boone Blvd NW, Atlanta Georgia",33.76348957142857,-84.43887385714285
538,1813306,"October 3, 2020",Tennessee,Clarksville,100  Tiny Town Rd,0,5,"100  Tiny Town Rd, Clarksville Tennessee",36.630173,-87.432776
541,1812838,"October 2, 2020",Washington,Seattle,9700  59th Ave S,0,4,"9700  59th Ave S, Seattle Washington",47.515073,-122.259246
542,1812049,"October 1, 2020",Michigan,Detroit,15018 Houston Whittier St,0,5,"15018 Houston Whittier St, Detroit Michigan",42.42066918181818,-82.96716281818182
543,1810696,"September 30, 2020",North Carolina,Greensboro,700  Milton St,0,4,"700  Milton St, Greensboro North Carolina",36.06751,-79.825684
544,1810881,"September 30, 2020",Florida,Jacksonville,12517 Beach Blvd,0,4,"12517 Beach Blvd, Jacksonville Florida",30.2887629,-81.4915596
545,1810358,"September 30, 2020",Wisconsin,Milwaukee,4217 W Fond du Lac Ave,0,7,"4217 W Fond du Lac Ave, Milwaukee Wisconsin",43.081938541666666,-87.96591439583334
546,1809910,"September 29, 2020",Pennsylvania,Philadelphia,4500  N 19th St,0,5,"4500  N 19th St, Philadelphia Pennsylvania",40.022635,-75.156589
547,1809484,"September 29, 2020",Ohio,Painesville,100  Morse Ave,2,2,"100  Morse Ave, Painesville Ohio",41.723862936900055,-81.25117325991226
548,1807325,"September 28, 2020",Michigan,Detroit,6609 Michigan Ave,0,6,"6609 Michigan Ave, Detroit Michigan",42.33104742857143,-83.12473442857143
550,1808628,"September 27, 2020",California,San Bernardino,900  N Sierra Way,1,3,"900  N Sierra Way, San Bernardino California",34.115939,-117.285271
551,1807096,"September 27, 2020",Tennessee,Nashville,619 Millwood Dr,0,4,"619 Millwood Dr, Nashville Tennessee",36.13109732754723,-86.7138425929531
552,1807046,"September 26, 2020",Pennsylvania,Philadelphia,100  N Lindenwood St,0,4,"100  N Lindenwood St, Philadelphia Pennsylvania",39.961863,-75.225933
553,1806035,"September 26, 2020",Alabama,Enterprise,507 Glover Ave,1,3,"507 Glover Ave, Enterprise Alabama",31.31934407025397,-85.84701851908962
554,1806002,"September 26, 2020",Iowa,Waterloo,501 W 4th St,2,6,"501 W 4th St, Waterloo Iowa",42.492634,-92.342537
555,1805722,"September 26, 2020",Illinois,Chicago,2400  W Lithuanian Plaza Ct,0,4,"2400  W Lithuanian Plaza Ct, Chicago Illinois",41.7682602,-87.6882371
556,1806368,"September 26, 2020",Missouri,Saint Louis,4700  Vernon Ave,0,5,"4700  Vernon Ave, Saint Louis Missouri",38.65687464646464,-90.2545756969697
557,1806500,"September 25, 2020",Pennsylvania,Philadelphia,1300  Sanger St,0,4,"1300  Sanger St, Philadelphia Pennsylvania",40.026701,-75.078768
559,1802862,"September 23, 2020",Minnesota,Minneapolis,200 W Broadway Ave,0,5,"200 W Broadway Ave, Minneapolis Minnesota",45.011374,-93.3167106
560,1800886,"September 21, 2020",Ohio,Struthers,111 Perry St,1,4,"111 Perry St, Struthers Ohio",41.0514621346764,-80.58748364955382
564,1799748,"September 19, 2020",Illinois,Chicago,12200  S May St,0,4,"12200  S May St, Chicago Illinois",41.67209,-87.6505352306892
565,1799703,"September 19, 2020",Illinois,Chicago,6900  S Claremont Ave,0,4,"6900  S Claremont Ave, Chicago Illinois",41.767767,-87.68212
566,1800188,"September 19, 2020",New Jersey,Plainfield,523 W 3rd St,0,4,"523 W 3rd St, Plainfield New Jersey",40.61288316326531,-74.4268060612245
567,1799307,"September 19, 2020",New York,Rochester,278 Pennsylvania Ave,2,14,"278 Pennsylvania Ave, Rochester New York",43.1666065,-77.5828153
569,1800779,"September 19, 2020",Arkansas,West Memphis,900  Winchell St,0,5,"900  Winchell St, West Memphis Arkansas",35.1347,-90.190041
570,1799160,"September 18, 2020",Arkansas,Little Rock,5311 Mabelvale Pike,0,4,"5311 Mabelvale Pike, Little Rock Arkansas",34.70139724410778,-92.3414465931537
571,1797620,"September 16, 2020",Pennsylvania,Philadelphia,1800 Wallace St,2,3,"1800 Wallace St, Philadelphia Pennsylvania",39.965893,-75.167398
572,1796684,"September 15, 2020",California,San Jose,600  S 8th St,2,4,"600  S 8th St, San Jose California",37.330548,-121.876208
573,1796638,"September 15, 2020",Illinois,Chicago,3500  W Lawrence Ave,0,5,"3500  W Lawrence Ave, Chicago Illinois",41.9685564,-87.71613464269521
574,1795391,"September 14, 2020",Louisiana,Baker,Burgess Dr,0,4,"Burgess Dr, Baker Louisiana",30.6040888,-91.1532834
575,1794138,"September 13, 2020",Tennessee,Manchester,I-24 and McMinnville Hwy,3,3,"I-24 and McMinnville Hwy, Manchester Tennessee",35.5131424,-86.0410641
576,1793826,"September 13, 2020",Michigan,Grand Rapids,3950 Stahl Dr SE,0,7,"3950 Stahl Dr SE, Grand Rapids Michigan",42.9145322,-85.5705967
577,1793559,"September 13, 2020",Florida,Tampa,5110 N 40th St,0,4,"5110 N 40th St, Tampa Florida",27.991831591836736,-82.41418920408162
578,1794086,"September 13, 2020",Illinois,Chicago,6100  S Throop St,1,3,"6100  S Throop St, Chicago Illinois",41.783084,-87.65725
579,1793521,"September 13, 2020",New Jersey,New Brunswick,32 Delafield St,2,7,"32 Delafield St, New Brunswick New Jersey",40.49909351724138,-74.45650310344827
580,1792650,"September 12, 2020",Illinois,Chicago,100  N Pine Ave,2,4,"100  N Pine Ave, Chicago Illinois",41.882387,-87.763371
584,1791482,"September 10, 2020",Louisiana,New Orleans,4100  Rayne Dr,3,2,"4100  Rayne Dr, New Orleans Louisiana",29.999099,-90.072074
585,1788401,"September 8, 2020",Maryland,Baltimore,2300  Greenmount Ave,0,5,"2300  Greenmount Ave, Baltimore Maryland",39.31536404444444,-76.60963104444444
586,1788168,"September 7, 2020",Louisiana,New Orleans,1500  Freret St,0,4,"1500  Freret St, New Orleans Louisiana",29.943825,-90.084386
592,1787977,"September 6, 2020",Tennessee,Memphis,6555 Lost Oak Dr,0,4,"6555 Lost Oak Dr, Memphis Tennessee",35.061264137052326,-89.84410174104657
593,1786829,"September 6, 2020",Colorado,Commerce City,6700  Birch St,0,4,"6700  Birch St, Commerce City Colorado",39.81845866085633,-104.9364530307874
594,1787286,"September 6, 2020",Missouri,Kansas City,3999 Swope Pkwy,0,6,"3999 Swope Pkwy, Kansas City Missouri",39.03844825120736,-94.5475482353184
595,1786890,"September 6, 2020",Missouri,Saint Louis,5700  Minerva Ave,1,3,"5700  Minerva Ave, Saint Louis Missouri",38.667466,-90.281083
596,1787006,"September 6, 2020",Louisiana,New Iberia,1752 Center St,0,5,"1752 Center St, New Iberia Louisiana",29.987502666666668,-91.83781988888887
597,1787387,"September 6, 2020",Maryland,Baltimore,4900  Reisterstown Rd,0,4,"4900  Reisterstown Rd, Baltimore Maryland",39.34198445,-76.67815505857888
598,1786488,"September 5, 2020",Texas,Houston,9940 Fondren Rd,0,4,"9940 Fondren Rd, Houston Texas",29.6560782,-95.5083596
599,1786449,"September 5, 2020",Maryland,Baltimore,2000  W Lexington St,1,3,"2000  W Lexington St, Baltimore Maryland",39.290591,-76.648993
601,1786806,"September 5, 2020",Arkansas,Little Rock,400 President Clinton Ave,0,4,"400 President Clinton Ave, Little Rock Arkansas",34.7476875,-92.2665069
602,1805455,"September 3, 2020",South Carolina,Anderson,R St and Chase Ave,1,3,"R St and Chase Ave, Anderson South Carolina",34.527349,-82.48418
603,1785358,"September 3, 2020",Florida,Miami,2000  NW 71st St,1,3,"2000  NW 71st St, Miami Florida",25.839341,-80.230413
605,1785108,"September 3, 2020",Pennsylvania,Philadelphia,700  E Chelten Ave,0,6,"700  E Chelten Ave, Philadelphia Pennsylvania",40.044289,-75.1659
606,1785593,"September 3, 2020",Arkansas,Little Rock,19 Nandina Cir,0,4,"19 Nandina Cir, Little Rock Arkansas",34.654174,-92.431086
607,1783582,"September 2, 2020",Pennsylvania,Philadelphia,1800  Moore St,2,2,"1800  Moore St, Philadelphia Pennsylvania",39.928806,-75.175465
608,1784141,"September 2, 2020",Georgia,Albany,1400  E Residence Ave,1,3,"1400  E Residence Ave, Albany Georgia",31.582041,-84.1198
610,1825993,"August 31, 2020",Pennsylvania,Philadelphia,1500  W Clearfield St,0,5,"1500  W Clearfield St, Philadelphia Pennsylvania",40.00016,-75.155078
611,1782962,"August 31, 2020",Florida,Tallahassee,2660 Old Bainbridge Rd,0,4,"2660 Old Bainbridge Rd, Tallahassee Florida",30.480035810313662,-84.31675680395956
612,1780301,"August 30, 2020",Kentucky,Lexington,545 N Upper St,0,7,"545 N Upper St, Lexington Kentucky",38.0546493,-84.48873401231398
613,1780199,"August 30, 2020",Illinois,Zion,2300  Joppa Ave,1,3,"2300  Joppa Ave, Zion Illinois",42.45402,-87.853372
615,1779981,"August 30, 2020",New York,Buffalo,500  Fillmore Ave,1,4,"500  Fillmore Ave, Buffalo New York",42.88705066542078,-78.83935373592054
616,1784122,"August 30, 2020",Pennsylvania,Philadelphia,5317 Oxford Ave,0,4,"5317 Oxford Ave, Philadelphia Pennsylvania",40.02890888,-75.08520088
617,1779718,"August 30, 2020",Illinois,Chicago,11601 S Western Ave,1,4,"11601 S Western Ave, Chicago Illinois",41.682405,-87.68046094091581
618,1780091,"August 30, 2020",Kentucky,Madisonville,400  Elm St,0,5,"400  Elm St, Madisonville Kentucky",37.335783,-87.504939
620,1778571,"August 29, 2020",Illinois,Rock Island,1800 2nd Ave,1,5,"1800 2nd Ave, Rock Island Illinois",41.510145,-90.513777
621,1778435,"August 28, 2020",Minnesota,Minneapolis,2400  Irving Ave N,0,4,"2400  Irving Ave N, Minneapolis Minnesota",44.9781921,-93.2994505
622,1778542,"August 28, 2020",Pennsylvania,Chester,2900  W 2nd St,1,3,"2900  W 2nd St, Chester Pennsylvania",39.8363627,-75.3793086
623,1779023,"August 28, 2020",Texas,Dallas,2600  Elm St,1,4,"2600  Elm St, Dallas Texas",32.784043,-96.786382
624,1777607,"August 27, 2020",Oregon,Portland,10500  NE Halsey St,1,3,"10500  NE Halsey St, Portland Oregon",45.5335814,-122.5758782
625,1777180,"August 26, 2020",Michigan,Pontiac,252 Carriage Circle Dr,3,1,"252 Carriage Circle Dr, Pontiac Michigan",42.63206786058176,-83.26167142451234
627,1777400,"August 26, 2020",Pennsylvania,Philadelphia,5500  Chew Ave,0,4,"5500  Chew Ave, Philadelphia Pennsylvania",40.04332,-75.161499
628,1776189,"August 25, 2020",Virginia,Norfolk,800  E Princess Anne Rd,0,5,"800  E Princess Anne Rd, Norfolk Virginia",36.857574,-76.276222
629,1775249,"August 25, 2020",New York,Rochester,70  Flower St,0,4,"70  Flower St, Rochester New York",43.17648205263158,-77.61593194736842
630,1774123,"August 24, 2020",Michigan,Detroit,11938 E McNichols Rd,0,4,"11938 E McNichols Rd, Detroit Michigan",42.4193932,-83.0288484
631,1773194,"August 24, 2020",California,Sacramento,1200  Helena Ave,1,3,"1200  Helena Ave, Sacramento California",38.616462,-121.439084
632,1774138,"August 24, 2020",Florida,West Palm Beach,1000  18th St,0,4,"1000  18th St, West Palm Beach Florida",26.729438,-80.06132
633,1773996,"August 24, 2020",Virginia,Richmond,2300  Bethel St,1,4,"2300  Bethel St, Richmond Virginia",37.555212,-77.418447
635,1772623,"August 23, 2020",Arkansas,Pine Bluff,2901 W 28th Ave,0,7,"2901 W 28th Ave, Pine Bluff Arkansas",34.2019,-92.032557
636,1772513,"August 23, 2020",New York,Brooklyn,2946 W 23rd St,1,3,"2946 W 23rd St, Brooklyn New York",40.574682512195125,-73.98992443902439
638,1772438,"August 23, 2020",Illinois,Champaign,100  Kenwood Rd,0,4,"100  Kenwood Rd, Champaign Illinois",40.11358046625767,-88.28620325460122
639,1773006,"August 23, 2020",Illinois,Chicago,6600 S Halsted St,0,4,"6600 S Halsted St, Chicago Illinois",41.77403595,-87.64501918937961
640,1772764,"August 22, 2020",Illinois,Rockford,1300  10th St,1,3,"1300  10th St, Rockford Illinois",42.254077,-89.075189
642,1769444,"August 19, 2020",Pennsylvania,Philadelphia,700  S 55th St,0,4,"700  S 55th St, Philadelphia Pennsylvania",39.949594,-75.233242
643,1769489,"August 19, 2020",Illinois,Chicago,8500  S Parnell Ave,0,6,"8500  S Parnell Ave, Chicago Illinois",41.739499,-87.637764
646,1767747,"August 18, 2020",Illinois,Rockford,3001 Harney Ct,0,4,"3001 Harney Ct, Rockford Illinois",42.261662,-89.048798
649,1767402,"August 17, 2020",Texas,Dayton,County Rd 4901,3,2,"County Rd 4901, Dayton Texas",39.745144,-84.265202
650,1765624,"August 16, 2020",Ohio,Cincinnati,700  Chalfonte Pl,1,3,"700  Chalfonte Pl, Cincinnati Ohio",39.150064,-84.487695
651,1765636,"August 16, 2020",Ohio,Cincinnati,70 E McMicken Ave,2,9,"70 E McMicken Ave, Cincinnati Ohio",39.11525489473684,-84.51499547368421
652,1765658,"August 16, 2020",Kentucky,Lexington,1000  Newtown Ct,1,3,"1000  Newtown Ct, Lexington Kentucky",38.077166,-84.493804
653,1766423,"August 16, 2020",Ohio,Cincinnati,700  Chalfonte Pl,1,3,"700  Chalfonte Pl, Cincinnati Ohio",39.150064,-84.487695
654,1766380,"August 16, 2020",Colorado,Denver,W Alameda Ave and S Federal Blvd,2,4,"W Alameda Ave and S Federal Blvd, Denver Colorado",39.7110066,-105.0244649
658,1765890,"August 15, 2020",New York,Rochester,501 Thurston Rd,0,5,"501 Thurston Rd, Rochester New York",43.1349323,-77.6512
660,1764756,"August 15, 2020",Alabama,Troy,4100 US-231 S,2,3,"4100 US-231 S, Troy Alabama",31.8039165,-85.9865788
661,1764619,"August 14, 2020",New York,New York (Manhattan),111 Lenox Ave,0,4,"111 Lenox Ave, New York (Manhattan) New York",40.80184335,-73.95030280009885
662,1762951,"August 12, 2020",New Jersey,Newark,N 12th St,1,4,"N 12th St, Newark New Jersey",40.7675713,-74.188803
663,1762997,"August 12, 2020",Ohio,Dayton,2049 Catalpa Dr,1,3,"2049 Catalpa Dr, Dayton Ohio",39.78505657249993,-84.22573275124083
665,1759873,"August 9, 2020",Colorado,Denver,1400  W Byers Pl,0,9,"1400  W Byers Pl, Denver Colorado",39.712066,-105.006436
667,1758966,"August 9, 2020",District of Columbia,Washington,3300  Dubois Pl SE,1,21,"3300  Dubois Pl SE, Washington District of Columbia",38.8853842,-76.9595747746435
668,1760207,"August 9, 2020",Mississippi,Jackson,3600  Cromwell St,0,4,"3600  Cromwell St, Jackson Mississippi",32.34316,-90.214896
669,1760261,"August 9, 2020",Texas,Houston,9700 Homestead Rd,0,4,"9700 Homestead Rd, Houston Texas",29.85213175,-95.29994565
670,1759425,"August 8, 2020",Kentucky,Paducah,900  Boyd St,1,4,"900  Boyd St, Paducah Kentucky",37.091411,-88.610443
671,1758838,"August 8, 2020",Pennsylvania,Philadelphia,1101 N 38th St,0,6,"1101 N 38th St, Philadelphia Pennsylvania",39.973368,-75.199158
672,1759439,"August 8, 2020",Massachusetts,Brockton,124 Laureston St,0,5,"124 Laureston St, Brockton Massachusetts",42.0682128,-71.01905978436238
673,1759237,"August 8, 2020",Alabama,Birmingham (Ensley),426 18th St,1,5,"426 18th St, Birmingham (Ensley) Alabama",33.5145258,-86.89695564
674,1758774,"August 8, 2020",New York,Albany,First St and Quail St,1,3,"First St and Quail St, Albany New York",42.659046,-73.7798318
675,1757380,"August 6, 2020",California,Oakland,4500  Fairfax Ave,1,3,"4500  Fairfax Ave, Oakland California",37.780711,-122.205662
676,1756248,"August 5, 2020",Illinois,Chicago,700  S Karlov Ave,0,4,"700  S Karlov Ave, Chicago Illinois",41.872194,-87.727947
677,1755566,"August 4, 2020",Wisconsin,Madison,333 S Rosa Rd,0,4,"333 S Rosa Rd, Madison Wisconsin",43.06290366666666,-89.47832911111111
678,1755297,"August 4, 2020",District of Columbia,Washington,5400  Georgia Ave NW,0,4,"5400  Georgia Ave NW, Washington District of Columbia",38.955262,-77.028003
680,1754640,"August 4, 2020",Missouri,Saint Louis,5300  Bircher Blvd,1,3,"5300  Bircher Blvd, Saint Louis Missouri",38.688115,-90.251733
681,1754672,"August 4, 2020",Connecticut,Hartford,818 Windsor St,1,5,"818 Windsor St, Hartford Connecticut",41.7899986,-72.6684319
682,1754363,"August 3, 2020",New York,Bronx,450 St Ann's Ave,0,4,"450 St Ann's Ave, Bronx New York",40.81186176635514,-73.91423343925234
683,1753320,"August 2, 2020",Pennsylvania,Philadelphia,3100  Weymouth St,0,4,"3100  Weymouth St, Philadelphia Pennsylvania",39.995488,-75.117296
684,1753561,"August 2, 2020",New Jersey,Newark,200  6th Ave,0,5,"200  6th Ave, Newark New Jersey",40.75615548275862,-74.18607765517243
685,1752100,"August 1, 2020",Illinois,Chicago,100  N Laporte Ave,1,4,"100  N Laporte Ave, Chicago Illinois",41.883205,-87.749159
686,1753235,"August 1, 2020",Texas,Pointblank,4411 Counts Rd,2,3,"4411 Counts Rd, Pointblank Texas",30.74811199837565,-95.21901162156549
687,1751949,"August 1, 2020",Colorado,Denver,3000  W Virginia Ave,1,4,"3000  W Virginia Ave, Denver Colorado",39.707572,-105.025238
688,1752790,"August 1, 2020",Alabama,Montgomery,1100  Eastern Blvd,0,4,"1100  Eastern Blvd, Montgomery Alabama",32.3272497,-86.2401396
689,1752019,"July 31, 2020",Pennsylvania,Philadelphia,2500  Ingersoll St,2,2,"2500  Ingersoll St, Philadelphia Pennsylvania",39.976312,-75.176862
692,1750250,"July 29, 2020",Michigan,Detroit,5200  Canton St,0,4,"5200  Canton St, Detroit Michigan",42.374295,-83.022426
693,1749873,"July 29, 2020",Ohio,Elyria,537 Willow Park Rd,5,0,"537 Willow Park Rd, Elyria Ohio",41.383729200603575,-82.11427101491965
694,1749746,"July 29, 2020",Missouri,Saint Louis,5500  Floy Ave,3,2,"5500  Floy Ave, Saint Louis Missouri",38.708065,-90.257294
695,1749281,"July 28, 2020",Delaware,Wilmington,1100  Beech St,2,2,"1100  Beech St, Wilmington Delaware",39.738206,-75.566528
696,1749535,"July 28, 2020",Wisconsin,Milwaukee,2600  W Atkinson Ave,0,4,"2600  W Atkinson Ave, Milwaukee Wisconsin",43.096515,-87.945855
697,1748134,"July 27, 2020",Washington,Federal Way,2410 S 312th St,1,3,"2410 S 312th St, Federal Way Washington",47.32239316617167,-122.30251612199484
698,1747700,"July 27, 2020",Illinois,Chicago,705 E 92nd Pl,1,4,"705 E 92nd Pl, Chicago Illinois",41.72650279781471,-87.60668831691311
699,1746441,"July 26, 2020",Michigan,Flint,4462 Corunna Rd,1,3,"4462 Corunna Rd, Flint Michigan",43.00212723026316,-83.77052888157894
701,1746282,"July 26, 2020",Kentucky,Louisville,I-64,1,3,"I-64, Louisville Kentucky",38.2768762,-85.8203253
702,1746417,"July 26, 2020",Colorado,Commerce City,6300  Ivanhoe St,1,3,"6300  Ivanhoe St, Commerce City Colorado",39.811185,-104.920958
703,1748023,"July 26, 2020",Arkansas,Magnolia,1000  W Monroe St,0,4,"1000  W Monroe St, Magnolia Arkansas",33.26436434149236,-93.25306942836718
