,index,incident_id,incident_date,state,city_county,street_address,killed,injured,full_address,lat,long
266,266,2068568,20-Jul-21,Texas,Jacksonville,16241 TX-110,4,0,"16241 TX-110, Jacksonville Texas",32.0258479,-95.1033327
267,267,2066812,18-Jul-21,California,Walnut Creek,SOS Dr and San Luis Rd,1,3,"SOS Dr and San Luis Rd, Walnut Creek California",37.918649,-122.0647459
268,268,2065634,16-Jul-21,California,Sacramento,L St and Front St,2,4,"L St and Front St, Sacramento California",38.5813045,-121.5064162
269,269,2064992,16-Jul-21,District of Columbia,Washington,2900  MLK Ave SE,1,5,"2900  MLK Ave SE, Washington District of Columbia",38.8458831,-76.9964034
270,270,2060293,12-Jul-21,New Jersey,Iselin,515 US-1,0,4,"515 US-1, Iselin New Jersey",40.5571605,-74.3112332
271,271,2060605,12-Jul-21,New York,Corona (Queens),180th St and 145th Dr,0,4,"180th St and 145th Dr, Corona (Queens) New York",40.8484593,-73.9333944
272,272,2059440,11-Jul-21,Texas,El Paso (Socorro),1300 Joe Battle Blvd,1,5,"1300 Joe Battle Blvd, El Paso (Socorro) Texas",31.714967,-106.2698439
273,273,2059404,10-Jul-21,Pennsylvania,Philadelphia,W Butler St and N 9th St,0,6,"W Butler St and N 9th St, Philadelphia Pennsylvania",40.0097504,-75.1424421
274,274,2057427,8-Jul-21,Connecticut,Hartford,Nelson St and Garden St,0,4,"Nelson St and Garden St, Hartford Connecticut",41.7887104,-72.6819204
275,275,2053262,5-Jul-21,Ohio,Toledo,Lawrence Ave and Wall St,1,11,"Lawrence Ave and Wall St, Toledo Ohio",41.6737027,-83.5648974
276,276,2052524,4-Jul-21,California,Thermal,Jackson St and Airport Blvd,0,4,"Jackson St and Airport Blvd, Thermal California",33.642147,-116.2160362
277,277,2054233,4-Jul-21,Ohio,Cleveland,Kinsman Rd and E 139th St,0,4,"Kinsman Rd and E 139th St, Cleveland Ohio",41.464595,-81.585925
278,278,2053786,4-Jul-21,Missouri,Kansas City,E 43rd St and Indiana Ave,0,4,"E 43rd St and Indiana Ave, Kansas City Missouri",39.0478837,-94.5447604
279,279,2045579,26-Jun-21,Illinois,Chicago,6100  N McCormick Blvd,1,3,"6100  N McCormick Blvd, Chicago Illinois",41.9945372,-87.7140081
280,280,2044701,25-Jun-21,New York,Bronx,Zerega Ave and Watson Ave,0,5,"Zerega Ave and Watson Ave, Bronx New York",40.830599,-73.844415
281,281,2041363,20-Jun-21,Florida,Wildwood,9605 Co Rd 235,1,10,"9605 Co Rd 235, Wildwood Florida",28.8960343,-82.0945413
282,282,2039457,19-Jun-21,Alaska,Anchorage,East 3rd Ave and Gambell St,1,4,"East 3rd Ave and Gambell St, Anchorage Alaska",61.2195412,-149.8710412
283,283,2039441,18-Jun-21,Minnesota,Minneapolis,400  14th Ave SE,0,5,"400  14th Ave SE, Minneapolis Minnesota",44.9805432,-93.235508
284,284,2037813,17-Jun-21,Virginia,Petersburg,Virginia Ave and Melville St,0,4,"Virginia Ave and Melville St, Petersburg Virginia",37.213073,-77.40942
285,285,2038152,17-Jun-21,New Jersey,Paterson,Rosa Parks Blvd and Hamilton Ave,0,4,"Rosa Parks Blvd and Hamilton Ave, Paterson New Jersey",40.9199744,-74.1591267
286,286,2036121,15-Jun-21,Illinois,Chicago,3800  W Monroe,0,5,"3800  W Monroe, Chicago Illinois",41.880043,-87.7213713
287,287,2033905,13-Jun-21,Ohio,West Salem,9161 Rainbow Hwy,1,6,"9161 Rainbow Hwy, West Salem Ohio",40.987079,-82.0953399
288,288,2033123,12-Jun-21,Ohio,Cincinnati,McHenry Ave and Cavanaugh Ave,0,5,"McHenry Ave and Cavanaugh Ave, Cincinnati Ohio",39.1446869,-84.573944
289,289,2030720,10-Jun-21,Michigan,Detroit,1600 block Calvert Ave,1,3,"1600 block Calvert Ave, Detroit Michigan",42.3839461,-83.1010379
290,290,2029078,8-Jun-21,Tennessee,Nashville,Clarksville Pike and Buena Vista Pike,1,3,"Clarksville Pike and Buena Vista Pike, Nashville Tennessee",36.1938952,-86.83157
291,291,2027046,7-Jun-21,Florida,Homestead,12550 SW 282nd St,3,3,"12550 SW 282nd St, Homestead Florida",25.5107197,-80.3849621
292,292,2026651,6-Jun-21,North Carolina,Snow Hill,50  Katie Ct,0,4,"50  Katie Ct, Snow Hill North Carolina",35.4850999,-77.5858655
293,293,2022129,31-May-21,Ohio,Cleveland (Garfield Heights),13000  Alvin Ave,1,5,"13000  Alvin Ave, Cleveland (Garfield Heights) Ohio",41.4352612,-81.5920495
294,294,2019622,30-May-21,Florida,Hialeah,7630 NW 186th St,3,20,"7630 NW 186th St, Hialeah Florida",25.941666,-80.3256536
295,295,2018495,27-May-21,North Carolina,Durham,1200  Fayetteville St,0,5,"1200  Fayetteville St, Durham North Carolina",35.9828683,-78.8988521
296,296,2013059,23-May-21,New Jersey,Paterson,Hillman St and E Main St,0,5,"Hillman St and E Main St, Paterson New Jersey",40.9292191,-74.1682875
297,297,2012765,22-May-21,South Carolina,North Charleston,Piggly Wiggly Dr and W Jimtown Dr,1,14,"Piggly Wiggly Dr and W Jimtown Dr, North Charleston South Carolina",32.8718716,-80.0010901
298,298,2011569,22-May-21,Minnesota,Minneapolis,322 N 1st Ave,2,7,"322 N 1st Ave, Minneapolis Minnesota",44.9817762,-93.272576
299,299,2012633,22-May-21,New Jersey,Bridgeton,1029 E Commerce St,3,11,"1029 E Commerce St, Bridgeton New Jersey",39.4217536,-75.1856788
300,300,2011077,21-May-21,New York,Albany,1st St and Quail St,1,5,"1st St and Quail St, Albany New York",42.667183,-73.7703877
301,301,2006204,16-May-21,Georgia,Stone Mountain,4766 Redan Rd,1,5,"4766 Redan Rd, Stone Mountain Georgia",33.7622544,-84.1970182
302,302,1999909,9-May-21,California,Los Angeles,6112 W Afton Pl,1,3,"6112 W Afton Pl, Los Angeles California",34.09502,-118.322826
303,303,2000132,9-May-21,South Carolina,Charleston,500 Block of King St,0,5,"500 Block of King St, Charleston South Carolina",32.7908771,-79.939334
304,304,1998476,8-May-21,Maryland,Gwynn Oak (Woodlawn),7300  Maury Rd,4,1,"7300  Maury Rd, Gwynn Oak (Woodlawn) Maryland",39.3101843,-76.7726373
305,305,1999434,6-May-21,New Jersey,Paterson,22nd Ave and E 30th St,0,5,"22nd Ave and E 30th St, Paterson New Jersey",40.9033994,-74.1478208
306,306,1992534,1-May-21,Louisiana,New Orleans,St Bernard Ave and N Claiborne Ave,2,4,"St Bernard Ave and N Claiborne Ave, New Orleans Louisiana",29.9725872,-90.0654565
307,307,1992469,1-May-21,Florida,Clewiston,1117 Harlem Academy Ave,1,3,"1117 Harlem Academy Ave, Clewiston Florida",26.7376574,-80.9535804
308,308,1989840,28-Apr-21,North Carolina,Boone,553 Hardaman Cir,5,0,"553 Hardaman Cir, Boone North Carolina",36.2124213,-81.6042866
309,309,1987241,26-Apr-21,Louisiana,Houma,656 Corporate Dr,0,5,"656 Corporate Dr, Houma Louisiana",29.6098623,-90.7582942
310,310,1988326,26-Apr-21,Oregon,Gresham,SE Stark St and SE 174th Ave,0,7,"SE Stark St and SE 174th Ave, Gresham Oregon",45.5191451,-122.484608
311,311,1987235,25-Apr-21,Alabama,Phenix City,1700 Highway 280 Bypass,0,4,"1700 Highway 280 Bypass, Phenix City Alabama",32.4609911,-85.0191653
312,312,1981521,18-Apr-21,Michigan,Detroit,Ward Ave and W McNichols Rd,1,5,"Ward Ave and W McNichols Rd, Detroit Michigan",42.4166243,-83.1742467
313,313,1980971,17-Apr-21,Louisiana,La Place (Laplace),624 Golfview Dr,0,9,"624 Golfview Dr, La Place (Laplace) Louisiana",30.0843142,-90.4843125
314,314,1979684,16-Apr-21,Michigan,Detroit,Conant St and Minnesota St,0,4,"Conant St and Minnesota St, Detroit Michigan",42.4237923,-83.067141
315,315,1978616,15-Apr-21,Florida,Pensacola,700 Truman Ave,0,6,"700 Truman Ave, Pensacola Florida",30.4508854,-87.2525044
